2.836491364000000317e+02,1.560070250199999919e+03,9.572953641053352669e+01,2.884091799999999921e+02,6.637922557208649765e-01,5.212885188502118439e+01,2.096499662769702468e+02,0.000000000000000000e+00
2.834971252999999933e+02,1.559234189150000248e+03,8.532022656386348558e+01,2.872467350000000010e+02,3.265418011285686983e+00,4.875199233562965162e+01,1.960824021301973232e+02,1.000000000000000000e+00
2.828503326999999672e+02,1.555676829849999876e+03,9.519582920187312425e+01,2.883495790000000056e+02,-1.035771040648878039e+00,4.150048768931236509e+01,2.026802549019209323e+02,0.000000000000000000e+00
2.824047303000000397e+02,1.553226016650000020e+03,4.203731607446314911e+01,2.824131770000000188e+02,-8.784288604255270361e-01,3.504166572930007817e+01,2.198844929669436965e+02,1.000000000000000000e+00
2.820172516999999743e+02,1.551094884349999802e+03,2.691265678841334719e+01,2.807241520000000037e+02,3.849699421690521151e-01,3.083793412185377036e+01,2.392503091696572426e+02,1.000000000000000000e+00
2.819963868000000389e+02,1.550980127400000129e+03,9.074643342262008971e+00,2.787321170000000166e+02,1.535300971846944307e-01,2.826370261196904110e+01,2.175872629165204728e+02,1.000000000000000000e+00
2.824042327999999884e+02,1.553223280400000021e+03,0.000000000000000000e+00,2.777187190000000214e+02,3.158073255439200366e+00,2.893483770396165866e+01,2.053807557506380590e+02,1.000000000000000000e+00
2.826655335000000377e+02,1.554660434250000208e+03,1.829075425261711274e+01,2.804310609999999997e+02,1.854442510719505721e+00,2.893483770396165511e+01,2.099339823149336439e+02,0.000000000000000000e+00
2.834385070999999812e+02,1.558911789050000152e+03,4.872755621618611599e+01,2.835805659999999762e+02,1.920694308315550547e+00,3.087541544421484474e+01,2.019987427649113556e+02,0.000000000000000000e+00
2.839164002000000551e+02,1.561540201099999877e+03,1.000000000000000000e+02,2.884091799999999921e+02,5.219980439587479371e-01,2.992953989478606402e+01,1.829943089158323062e+02,0.000000000000000000e+00
2.842293640999999980e+02,1.563261502549999932e+03,6.196094091661812087e+01,2.872467350000000010e+02,-2.074977441898694153e+00,2.674950582869251292e+01,1.824255416295807208e+02,1.000000000000000000e+00
2.851439148000000614e+02,1.568291531400000167e+03,1.280518010069069668e+01,2.883495790000000056e+02,5.236423976170670791e+00,3.055341173703070012e+01,1.860658769644564927e+02,1.000000000000000000e+00
2.861757048999999711e+02,1.573966376950000495e+03,3.060760960175029055e+01,2.824131770000000188e+02,-9.045953223433230717e-01,3.613737786319681078e+01,1.975751822133918836e+02,0.000000000000000000e+00
2.868975097000000005e+02,1.577936303350000344e+03,0.000000000000000000e+00,2.807241520000000037e+02,2.188036899765927412e+00,3.692639276229111545e+01,2.139527166122657604e+02,1.000000000000000000e+00
2.879407225999999582e+02,1.583673974300000054e+03,1.170341689566036569e+00,2.787321170000000166e+02,1.888464693474079192e+00,3.941805708424799093e+01,2.319402173503547715e+02,0.000000000000000000e+00
2.882641203999999675e+02,1.585452662200000532e+03,1.578599426218819168e+01,2.777187190000000214e+02,-5.213330845700596683e-01,3.945868889146449021e+01,2.231754776358184813e+02,0.000000000000000000e+00
2.883227416999999946e+02,1.585775079350000397e+03,0.000000000000000000e+00,2.804310609999999997e+02,3.219710189962270874e+00,3.788008946524566767e+01,2.205763498652427188e+02,1.000000000000000000e+00
2.889292937999999822e+02,1.589111115899999959e+03,3.769653165514901616e+01,2.835805659999999762e+02,1.050823925663543434e+00,3.827427453251371503e+01,2.109901264985209650e+02,0.000000000000000000e+00
